;NUMERO DE SERIE;NUMERO DE SERIE;Reemplaza a Serie;Contador Mono Anterior (Qty);Contador Mono Actual (Qty);Contador Color Anterior (Qty);Contador Color Actual (Qty);Uso Mono (Qty);Uso Color (Qty);Minimo Mono (Qty);Minimo Color (Qty);Costo Consumo (USD);Costo Minimo Mono (USD);Costo Minimo Color (USD);Costo Total (USD);Costo Total (CLP);Categoria;Estado Informado a Adessa;Negocio;Observaciones del Tecnico Residente;Prop Adessa;Modelo;
;S9058601574;L9058601574;; 9.678 ; 20.756 ; -   ; -   ; 11.078 ; -   ; -   ; -   ; $199,07 ; $- ; $- ; $199,07 ; $136.312,33 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601574
;S9049600734;L9049600734;; 324 ; 852 ; -   ; -   ; 528 ; -   ; 2.972 ; -   ; $9,49 ; $53,41 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9049600734
;E175M530086;175M530086;; 8.482 ; 15.350 ; 26.748 ; 50.884 ; 6.868 ; 24.136 ; -   ; -   ; $1.930,00 ; $- ; $- ; $1.930,00 ; $1.321.546,53 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M530086
;E175M520373;175M520373;; 14.107 ; 18.778 ; 14.411 ; 27.457 ; 4.671 ; 13.046 ; 1.329 ; -   ; $1.060,43 ; $23,88 ; $- ; $1.084,31 ; $742.472,55 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520373
;S8142300714;S8142300714;; 1.490 ; 2.110 ; -   ; -   ; 620 ; -   ; 2.380 ; -   ; $11,14 ; $42,77 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W915PB05496;W915PB05496;; 20.792 ; 36.282 ; -   ; -   ; 15.490 ; -   ; -   ; -   ; $278,36 ; $- ; $- ; $278,36 ; $190.601,01 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
Validando BAJA;W915PB05498;W915PB05498;W914P906863; 41.046 ; 41.046 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PB05497;W915PB05497;; 27.035 ; 41.727 ; -   ; -   ; 14.692 ; -   ; -   ; -   ; $264,02 ; $- ; $- ; $264,02 ; $180.781,80 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;G445PC03047;G445PC03047;; 2.344 ; 3.436 ; -   ; -   ; 1.092 ; -   ; 2.908 ; 1.000 ; $19,62 ; $52,26 ; $74,85 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
Validando BAJA;W915PB05500;W915PB05500;W915P909666; 25.341 ; 25.341 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;G445PC03052;G445PC03052;; 52.785 ; 75.795 ; 16.257 ; 23.186 ; 23.010 ; 6.929 ; -   ; -   ; $932,13 ; $- ; $- ; $932,13 ; $638.263,51 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PA00596;G445PA00596;; 9.515 ; 14.043 ; 4.902 ; 6.853 ; 4.528 ; 1.951 ; -   ; -   ; $227,40 ; $- ; $- ; $227,40 ; $155.710,23 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PC03069;G445PC03069;; 24.609 ; 29.744 ; 5.195 ; 7.425 ; 5.135 ; 2.230 ; -   ; -   ; $259,19 ; $- ; $- ; $259,19 ; $177.478,75 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PA00412;G445PA00412;; 71.531 ; 108.009 ; 2.127 ; 3.361 ; 36.478 ; 1.234 ; -   ; -   ; $747,87 ; $- ; $- ; $747,87 ; $512.099,63 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PA00603;G445PA00603;; 20.636 ; 25.886 ; 2.102 ; 2.611 ; 5.250 ; 509 ; -   ; 491 ; $132,44 ; $- ; $36,75 ; $169,19 ; $115.852,87 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PA00414;G445PA00414;; 12.847 ; 18.036 ; 110 ; 352 ; 5.189 ; 242 ; -   ; 758 ; $111,36 ; $- ; $56,74 ; $168,10 ; $115.102,28 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G445PA00407;G445PA00407;; 4.267 ; 5.659 ; 41 ; 50 ; 1.392 ; 9 ; 2.608 ; 991 ; $25,69 ; $46,87 ; $74,18 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;S9068501172;L9068501172;; 18.886 ; 25.269 ; -   ; -   ; 6.383 ; -   ; -   ; -   ; $114,70 ; $- ; $- ; $114,70 ; $78.541,40 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W915PA02837;W915PA02837;; 33.196 ; 47.410 ; -   ; -   ; 14.214 ; -   ; -   ; -   ; $255,43 ; $- ; $- ; $255,43 ; $174.900,11 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;G445PC03169;G445PC03169;; 1.208 ; 1.986 ; 3.923 ; 5.215 ; 778 ; 1.292 ; 3.222 ; -   ; $110,69 ; $57,90 ; $- ; $168,59 ; $115.437,71 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;E175M530119;175M530119;; 3.904 ; 4.454 ; 2.099 ; 2.483 ; 550 ; 384 ; 5.450 ; 2.116 ; $38,63 ; $97,94 ; $158,38 ; $294,95 ; $201.960,64 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC4503;
;G445PA00591;G445PA00591;; 2.284 ; 3.159 ; 2.571 ; 4.266 ; 875 ; 1.695 ; 3.125 ; -   ; $142,59 ; $56,16 ; $- ; $198,75 ; $136.092,59 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;E175M530120;175M530120;; 1.211 ; 1.812 ; 2.614 ; 5.313 ; 601 ; 2.699 ; 5.399 ; -   ; $212,82 ; $97,02 ; $- ; $309,84 ; $212.159,94 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC4503;
;G445PA00570;G445PA00570;; 2.048 ; 3.443 ; 2.317 ; 3.110 ; 1.395 ; 793 ; 2.605 ; 207 ; $84,42 ; $46,81 ; $15,49 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101004;G446P101004;; 28.757 ; 45.369 ; 4.639 ; 6.576 ; 16.612 ; 1.937 ; -   ; -   ; $443,50 ; $- ; $- ; $443,50 ; $303.683,62 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;W915PA03416;W915PA03416;; 22.440 ; 34.460 ; -   ; -   ; 12.020 ; -   ; -   ; -   ; $216,00 ; $- ; $- ; $216,00 ; $147.903,43 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9058602052;L9058602052;; 8.535 ; 29.001 ; -   ; -   ; 20.466 ; -   ; -   ; -   ; $367,77 ; $- ; $- ; $367,77 ; $251.829,58 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602052
;S8142400140;S8142400140;; 1.545 ; 2.018 ; -   ; -   ; 473 ; -   ; 2.527 ; -   ; $8,50 ; $45,41 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200DN;S8142400140
;S8142400139;S8142400139;; 1.550 ; 2.081 ; -   ; -   ; 531 ; -   ; 2.469 ; -   ; $9,54 ; $44,37 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200DN;S8142400139
;S9058602093;L9058602093;; 1.756 ; 2.531 ; -   ; -   ; 775 ; -   ; 2.725 ; -   ; $13,93 ; $48,97 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602093
;S8142400146;S8142400146;; 4.315 ; 5.389 ; -   ; -   ; 1.074 ; -   ; 1.926 ; -   ; $19,30 ; $34,61 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200DN;S8142400146
;S9058602038;L9058602038;; 16.704 ; 21.540 ; -   ; -   ; 4.836 ; -   ; -   ; -   ; $86,90 ; $- ; $- ; $86,90 ; $59.505,91 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602038
;S9058602041;L9058602041;; 18.660 ; 24.525 ; -   ; -   ; 5.865 ; -   ; -   ; -   ; $105,39 ; $- ; $- ; $105,39 ; $72.167,52 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602041
;S9058602092;L9058602092;; 11.976 ; 16.098 ; -   ; -   ; 4.122 ; -   ; -   ; -   ; $74,07 ; $- ; $- ; $74,07 ; $50.720,29 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602092
;S9058602040;L9058602040;; 19.843 ; 26.336 ; -   ; -   ; 6.493 ; -   ; -   ; -   ; $116,68 ; $- ; $- ; $116,68 ; $79.894,92 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602040
;S9058602089;L9058602089;; 366 ; 413 ; -   ; -   ; 47 ; -   ; 3.453 ; -   ; $0,84 ; $62,05 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602089
;S9058602130;L9058602130;; 1.575 ; 2.744 ; -   ; -   ; 1.169 ; -   ; 2.331 ; -   ; $21,01 ; $41,89 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602130
;W915P907619;W915P907619;; 20.587 ; 27.209 ; -   ; -   ; 6.622 ; -   ; -   ; -   ; $119,00 ; $- ; $- ; $119,00 ; $81.482,24 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P906898;W915P906898;; 8.886 ; 12.205 ; -   ; -   ; 3.319 ; -   ; 181 ; -   ; $59,64 ; $3,25 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P906899;W915P906899;; 14.653 ; 18.536 ; -   ; -   ; 3.883 ; -   ; -   ; -   ; $69,78 ; $- ; $- ; $69,78 ; $47.779,45 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909160;W915P909160;; 14.894 ; 22.235 ; -   ; -   ; 7.341 ; -   ; -   ; -   ; $131,92 ; $- ; $- ; $131,92 ; $90.329,37 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P910218;W915P910218;; 14.723 ; 16.810 ; -   ; -   ; 2.087 ; -   ; 1.413 ; -   ; $37,50 ; $25,39 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9058601608;L9058601608;; 13.795 ; 15.896 ; -   ; -   ; 2.101 ; -   ; 1.399 ; -   ; $37,75 ; $25,14 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;W915P909159;W915P909159;; 6.498 ; 7.126 ; -   ; -   ; 628 ; -   ; 2.872 ; -   ; $11,29 ; $51,61 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P909161;W915P909161;; 15.648 ; 18.457 ; -   ; -   ; 2.809 ; -   ; 691 ; -   ; $50,48 ; $12,42 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PA03204;W915PA03204;; 648 ; 936 ; -   ; -   ; 288 ; -   ; 3.212 ; -   ; $5,18 ; $57,72 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9049600977;L9049600977;; 6.214 ; 7.055 ; -   ; -   ; 841 ; -   ; 2.659 ; -   ; $15,11 ; $47,78 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;S9058601576;L9058601576;; 21.910 ; 72.876 ; -   ; -   ; 50.966 ; -   ; -   ; -   ; $915,86 ; $- ; $- ; $915,86 ; $627.125,31 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601576
;S9058601641;L9058601641;; 23.398 ; 58.011 ; -   ; -   ; 34.613 ; -   ; -   ; -   ; $622,00 ; $- ; $- ; $622,00 ; $425.905,27 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601641
;E175M520365;175M520365;; 8.176 ; 22.400 ; 10.735 ; 48.478 ; 14.224 ; 37.743 ; -   ; -   ; $3.080,67 ; $- ; $- ; $3.080,67 ; $2.109.457,17 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520365
;E175M520363;175M520363;; 5.481 ; 7.356 ; 22.978 ; 35.448 ; 1.875 ; 12.470 ; 4.125 ; -   ; $967,07 ; $74,13 ; $- ; $1.041,20 ; $712.950,95 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520363
;W795P104302;W795P104302;; 5.866 ; 12.304 ; 1.048 ; 2.655 ; 6.438 ; 1.607 ; -   ; -   ; $235,97 ; $- ; $- ; $235,97 ; $161.581,39 ; Requerimiento Adicional ;;Sodimac;MISMO CONTADOR AREMOTE QUE EL MES ANTERIOR;Propiedad Ricoh;Ricoh-AficioMPC305;W795P104302
;E175M520058;175M520058;; 45.065 ; 48.852 ; 27.805 ; 30.149 ; 3.787 ; 2.344 ; 2.213 ; 156 ; $243,50 ; $39,77 ; $11,68 ; $294,95 ; $201.960,64 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520058
;W915P705579;W915P705579;; 79.374 ; 96.460 ; -   ; -   ; 17.086 ; -   ; -   ; -   ; $307,04 ; $- ; $- ; $307,04 ; $210.239,43 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S9058602042;L9058602042;; 11.059 ; 12.688 ; -   ; -   ; 1.629 ; -   ; 1.871 ; -   ; $29,27 ; $33,62 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058602042
;E175M520042;175M520042;; 45.280 ; 49.470 ; 61.213 ; 66.983 ; 4.190 ; 5.770 ; 1.810 ; -   ; $507,18 ; $32,53 ; $- ; $539,70 ; $369.557,26 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520042
;S9058601807;L9058601807;; 1.012 ; 1.136 ; -   ; -   ; 124 ; -   ; 3.376 ; -   ; $2,23 ; $60,67 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200S;S9058601807
;G445PA00365;G445PA00365;; 5.615 ; 7.409 ; 8.992 ; 11.261 ; 1.794 ; 2.269 ; 2.206 ; -   ; $202,07 ; $39,64 ; $- ; $241,71 ; $165.511,69 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-MPC306Z;G445PA00365
;S9029500397;L9029500397;; 701.159 ; 701.159 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioSP5200S;S9029500397
;E175M520062;175M520062;; 20.347 ; 22.673 ; 25.115 ; 27.894 ; 2.326 ; 2.779 ; 3.674 ; -   ; $249,81 ; $66,02 ; $- ; $315,83 ; $216.260,17 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M520062
;G446P101011;G446P101011;; 68.477 ; 110.452 ; 7.045 ; 10.098 ; 41.975 ; 3.053 ; -   ; -   ; $982,81 ; $- ; $- ; $982,81 ; $672.967,81 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101009;G446P101009;; 24.350 ; 35.932 ; 1.272 ; 2.146 ; 11.582 ; 874 ; -   ; 126 ; $273,55 ; $- ; $9,43 ; $282,98 ; $193.766,73 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;E175M530054;175M530054;; 16.191 ; 17.915 ; 7.632 ; 9.709 ; 1.724 ; 2.077 ; 4.276 ; 423 ; $186,44 ; $76,84 ; $31,66 ; $294,95 ; $201.960,64 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M530054
;E175M950122;175M950122;; 8.696 ; 10.619 ; 13.384 ; 16.409 ; 1.923 ; 3.025 ; 4.077 ; -   ; $260,98 ; $73,26 ; $- ; $334,24 ; $228.868,35 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioMPC4503;E175M950122
;S8151400774;S8151400774;; 1.972 ; 2.190 ; -   ; -   ; 218 ; -   ; 2.782 ; -   ; $3,92 ; $49,99 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Sodimac;EQUIPO NUEVO;Propiedad Ricoh;Ricoh-AficioSP5200DN;S8151400774
;W915PA03414;W915PA03414;; 28.879 ; 50.608 ; -   ; -   ; 21.729 ; -   ; -   ; -   ; $390,47 ; $- ; $- ; $390,47 ; $267.370,52 ; Requerimiento Adicional ;;Sodimac;;Propiedad Ricoh;Ricoh-AficioMP301;W915PA03414
;W805P600834;W805P600834;; 37.107 ; 57.857 ; 600 ; 1.014 ; 20.750 ; 414 ; -   ; 586 ; $403,87 ; $- ; $43,86 ; $447,73 ; $306.576,93 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;W915P907817;W915P907817;; 4.220 ; 5.783 ; -   ; -   ; 1.563 ; -   ; 1.937 ; -   ; $28,09 ; $34,81 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907611;W915P907611;; 18.686 ; 18.686 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907616;W915P907616;; 6.998 ; 6.998 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P906901;W915P906901;; 23.965 ; 25.918 ; -   ; -   ; 1.953 ; -   ; 1.547 ; -   ; $35,10 ; $27,80 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915PB05493;W915PB05493;; 6.223 ; 9.817 ; -   ; -   ; 3.594 ; -   ; -   ; -   ; $64,58 ; $- ; $- ; $64,58 ; $44.223,37 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;S8142300771;S8142300771;; 4.694 ; 6.540 ; -   ; -   ; 1.846 ; -   ; 1.154 ; -   ; $33,17 ; $20,74 ; $- ; $53,91 ; $36.914,33 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200DN;
;W915P907621;W915P907621;; 3.379 ; 4.416 ; -   ; -   ; 1.037 ; -   ; 2.463 ; -   ; $18,63 ; $44,26 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907622;W915P907622;; 1.921 ; 3.745 ; -   ; -   ; 1.824 ; -   ; 1.676 ; -   ; $32,78 ; $30,12 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907951;W915P907951;; 144 ; 144 ; -   ; -   ; -   ; -   ; 3.500 ; -   ; $- ; $62,90 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P907953;W915P907953;; 2.717 ; 4.083 ; -   ; -   ; 1.366 ; -   ; 2.134 ; -   ; $24,55 ; $38,35 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908440;W915P908440;; 18.184 ; 31.082 ; -   ; -   ; 12.898 ; -   ; -   ; -   ; $231,78 ; $- ; $- ; $231,78 ; $158.707,02 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908441;W915P908441;; 234 ; 530 ; -   ; -   ; 296 ; -   ; 3.204 ; -   ; $5,32 ; $57,58 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W915P908443;W915P908443;; 4.514 ; 9.570 ; -   ; -   ; 5.056 ; -   ; -   ; -   ; $90,86 ; $- ; $- ; $90,86 ; $62.212,96 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMP301;
;W805P601001;W805P601001;; 504 ; 678 ; 1.074 ; 1.345 ; 174 ; 271 ; 3.826 ; 729 ; $23,41 ; $68,75 ; $54,57 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioMPC305;
;S9958800759;L9958800759;; 461 ; 713 ; 15 ; 40 ; 252 ; 25 ; 2.248 ; 775 ; $6,40 ; $40,40 ; $58,01 ; $104,81 ; $71.764,18 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSPC320DN;
;S9049601042;L9049601042;; 1.867 ; 3.538 ; -   ; -   ; 1.671 ; -   ; 1.829 ; -   ; $30,03 ; $32,87 ; $- ; $62,90 ; $43.066,72 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-AficioSP5200S;
;X685P901350;X685P901350;; 921 ; 1.515 ; 150 ; 396 ; 594 ; 246 ; 2.406 ; 1.254 ; $29,09 ; $43,24 ; $93,86 ; $166,19 ; $113.793,52 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-SPC440DN;
;G445PC03170;G445PC03170;; 255 ; 305 ; 494 ; 796 ; 50 ; 302 ; 3.950 ; 698 ; $23,50 ; $70,98 ; $52,25 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101008;G446P101008;; 12.274 ; 24.109 ; 4.932 ; 12.025 ; 11.835 ; 7.093 ; -   ; -   ; $743,59 ; $- ; $- ; $743,59 ; $509.163,08 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101013;G446P101013;; 40 ; 80 ; 42 ; 56 ; 40 ; 14 ; 3.960 ; 986 ; $1,77 ; $71,16 ; $73,80 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101014;G446P101014;; 27.898 ; 41.262 ; 3.077 ; 4.992 ; 13.364 ; 1.915 ; -   ; -   ; $383,49 ; $- ; $- ; $383,49 ; $262.590,14 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101016;G446P101016;; 739 ; 914 ; 228 ; 348 ; 175 ; 120 ; 3.825 ; 880 ; $12,13 ; $68,74 ; $65,87 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101891;G446P101891;; 4.357 ; 10.361 ; 1.457 ; 2.743 ; 6.004 ; 1.286 ; -   ; -   ; $204,15 ; $- ; $- ; $204,15 ; $139.788,97 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101899;G446P101899;; 3.541 ; 6.340 ; 6.289 ; 9.331 ; 2.799 ; 3.042 ; 1.201 ; -   ; $277,99 ; $21,58 ; $- ; $299,57 ; $205.130,10 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101912;G446P101912;; 625 ; 831 ; 1.890 ; 3.859 ; 206 ; 1.969 ; 3.794 ; -   ; $151,08 ; $68,18 ; $- ; $219,26 ; $150.135,85 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101921;G446P101921;; 9.561 ; 16.451 ; 4.430 ; 7.835 ; 6.890 ; 3.405 ; -   ; -   ; $378,68 ; $- ; $- ; $378,68 ; $259.295,67 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P101922;G446P101922;; 2.539 ; 17.416 ; 7.163 ; 12.276 ; 14.877 ; 5.113 ; -   ; -   ; $650,05 ; $- ; $- ; $650,05 ; $445.113,69 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
;G446P200006;G446P200006;; 332 ; 506 ; 536 ; 1.442 ; 174 ; 906 ; 3.826 ; 94 ; $70,94 ; $68,75 ; $7,04 ; $146,73 ; $100.471,90 ; Requerimiento Adicional ;;Falabella;;Propiedad Ricoh;Ricoh-MPC306Z;
